/datasets01/COCO/022719/train2017/000000000009.jpg	1.0800000429153442 187.69000244140625 612.6700439453125 473.5299987792969 51 311.7300109863281 4.309999942779541 631.010009765625 232.989990234375 51 249.60000610351562 229.27000427246094 565.8399658203125 474.3500061035156 56 0.0 13.510000228881836 434.4800109863281 388.6300048828125 51 376.20001220703125 40.36000061035156 451.75 86.88999938964844 55 465.7799987792969 38.970001220703125 523.8499755859375 85.63999938964844 55 385.70001220703125 73.66000366210938 469.7200012207031 144.17001342773438 55 364.04998779296875 2.490000009536743 458.80999755859375 73.55999755859375 55
/datasets01/COCO/022719/train2017/000000000025.jpg	385.5299987792969 60.029998779296875 600.5 357.19000244140625 25 53.0099983215332 356.489990234375 185.0399932861328 411.67999267578125 25
/datasets01/COCO/022719/train2017/000000000030.jpg	204.86000061035156 31.020000457763672 459.739990234375 355.1399841308594 64 237.55999755859375 155.80999755859375 403.9599914550781 351.05999755859375 86
/datasets01/COCO/022719/train2017/000000000034.jpg	0.9599999785423279 20.059999465942383 442.19000244140625 399.2099914550781 24
/datasets01/COCO/022719/train2017/000000000036.jpg	0.0 50.119998931884766 457.67999267578125 480.4700012207031 28 167.5800018310547 162.88999938964844 478.19000244140625 628.0800170898438 1
/datasets01/COCO/022719/train2017/000000000042.jpg	214.14999389648438 41.290000915527344 562.4100341796875 285.07000732421875 18
/datasets01/COCO/022719/train2017/000000000049.jpg	162.57000732421875 226.55999755859375 292.9800109863281 410.989990234375 19 81.69999694824219 244.94000244140625 165.41000366210938 403.1400146484375 19 203.38999938964844 260.42999267578125 269.08001708984375 333.4700012207031 1 118.43000030517578 261.32000732421875 175.33999633789062 324.25 1 119.33999633789062 334.2099914550781 131.27999877929688 367.7799987792969 1 201.77000427246094 426.19000244140625 272.6099853515625 473.4200134277344 64 284.3399963378906 333.3999938964844 295.2200012207031 360.8299865722656 1 191.0 334.3699951171875 198.16000366210938 357.7799987792969 1 346.760009765625 333.3999938964844 361.55999755859375 342.6199951171875 1
/datasets01/COCO/022719/train2017/000000000061.jpg	261.20001220703125 205.9199981689453 309.280029296875 263.1600036621094 1 393.3900146484375 210.33999633789062 425.9200134277344 250.0800018310547 1 370.1099853515625 248.89999389648438 453.1999816894531 296.53997802734375 22 223.25 250.10000610351562 365.16998291015625 327.80999755859375 22 261.5400085449219 196.57000732421875 295.75 250.75 1
/datasets01/COCO/022719/train2017/000000000064.jpg	52.36000061035156 387.7699890136719 228.72000122070312 545.3900146484375 3 52.63999938964844 353.7799987792969 177.22000122070312 413.25 8 115.83999633789062 226.58999633789062 152.86000061035156 301.760009765625 13 112.04000091552734 42.189998626708984 266.3399963378906 194.5 85
/datasets01/COCO/022719/train2017/000000000071.jpg	467.82000732421875 216.92999267578125 495.57000732421875 231.07998657226562 3 522.6900024414062 223.39999389648438 547.0399780273438 235.39999389648438 3 436.8999938964844 217.8300018310547 460.2200012207031 226.4499969482422 3 586.3599853515625 231.30999755859375 613.510009765625 245.6199951171875 3 47.869998931884766 185.72000122070312 531.2999877929688 305.3800048828125 7 497.010009765625 223.9499969482422 520.5700073242188 235.08999633789062 3 601.8599853515625 216.63999938964844 618.5799560546875 222.05999755859375 3 333.4800109863281 192.60000610351562 357.3699951171875 202.77999877929688 8 362.3599853515625 197.27999877929688 386.66998291015625 204.35000610351562 8 617.6699829101562 237.42999267578125 640.0 250.22999572753906 3 479.1499938964844 220.0 503.0799865722656 232.64999389648438 3 387.489990234375 200.7899932861328 403.5 205.07998657226562 3 366.69000244140625 196.9499969482422 386.3900146484375 204.75999450683594 3 348.7900085449219 198.22000122070312 368.1400146484375 203.3300018310547 3 499.8800048828125 219.17999267578125 519.0599975585938 225.38999938964844 3 460.4200134277344 217.17999267578125 479.2200012207031 228.77999877929688 3
/datasets01/COCO/022719/train2017/000000000072.jpg	136.6300048828125 129.44000244140625 425.7099914550781 628.489990234375 25 50.45000076293945 72.06999969482422 283.9599914550781 640.0 25
/datasets01/COCO/022719/train2017/000000000073.jpg	13.0 22.75 548.97998046875 632.4199829101562 4 1.659999966621399 3.319999933242798 270.260009765625 275.2300109863281 4
/datasets01/COCO/022719/train2017/000000000074.jpg	61.869998931884766 276.25 358.2900085449219 379.42999267578125 18 2.75 3.6600000858306885 162.14999389648438 316.05999755859375 2 295.54998779296875 93.95999908447266 313.9700012207031 152.79000854492188 1 326.94000244140625 97.05000305175781 340.489990234375 122.9800033569336 1 356.6199951171875 95.47000122070312 372.3299865722656 147.5500030517578 1 462.0799865722656 105.08999633789062 493.739990234375 146.989990234375 1 277.1099853515625 103.83999633789062 292.4399719238281 150.72000122070312 1 282.6499938964844 103.41000366210938 294.3399963378906 127.66000366210938 1
/datasets01/COCO/022719/train2017/000000000077.jpg	216.0399932861328 56.310001373291016 319.489990234375 175.24000549316406 1 320.7300109863281 53.72999954223633 415.3600158691406 151.00999450683594 1 41.54999923706055 320.3399963378906 92.08999633789062 344.5799865722656 41 236.6300048828125 140.69000244140625 263.9599914550781 169.22000122070312 41 24.829999923706055 167.52999877929688 121.83000183105469 332.94000244140625 1 286.32000732421875 101.29000091552734 311.02001953125 143.010009765625 1 355.42999267578125 141.19000244140625 379.489990234375 156.22999572753906 41 266.3500061035156 58.18000030517578 289.2799987792969 140.6999969482422 1
/datasets01/COCO/022719/train2017/000000000078.jpg	359.79998779296875 2.069999933242798 573.9299926757812 237.98001098632812 85
/datasets01/COCO/022719/train2017/000000000081.jpg	38.54999923706055 40.47999954223633 622.5599975585938 358.5 5
/datasets01/COCO/022719/train2017/000000000086.jpg	152.11000061035156 183.10000610351562 281.260009765625 559.0700073242188 1 130.13999938964844 346.5199890136719 424.4000244140625 635.1600341796875 4 265.1000061035156 294.5899963378906 399.70001220703125 404.7699890136719 31
/datasets01/COCO/022719/train2017/000000000089.jpg	502.6000061035156 105.47000122070312 528.4299926757812 237.85000610351562 49 476.6199951171875 127.48999786376953 496.3399963378906 233.60000610351562 49 528.7999877929688 99.30000305175781 555.2699584960938 237.19000244140625 49 555.6699829101562 100.9000015258789 576.5399780273438 239.8800048828125 49 573.72998046875 96.5999984741211 600.699951171875 239.38998413085938 49 138.3800048828125 202.6999969482422 474.5899963378906 472.969970703125 79 0.0 43.66999816894531 118.19999694824219 188.5800018310547 78 476.67999267578125 333.95001220703125 567.1300048828125 364.30999755859375 84 497.1600036621094 365.19000244140625 611.2100219726562 398.8900146484375 84 513.1300048828125 402.7099914550781 640.0 452.8299865722656 84
/datasets01/COCO/022719/train2017/000000000092.jpg	418.6499938964844 118.5999984741211 583.3299560546875 427.0 48 125.69999694824219 0.9599999785423279 501.84002685546875 293.6199951171875 61
